,site,NAAMP,file_name,folder_date,Lcapito,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150513_005400.wav,W03,1,20150513_005400,5-8-15,False,10.653684493626436,2015,9a,73.0,2015-05-13 00:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150512_235400.wav,W03,1,20150512_235400,5-8-15,False,10.672764876004624,2015,9a,287.0,2015-05-12 23:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150512_225400.wav,W03,1,20150512_225400,5-8-15,False,6.552063019259152,2015,9a,263.0,2015-05-12 22:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150512_215400.wav,W03,1,20150512_215400,5-8-15,False,24.626136710077088,2015,9a,71.5,2015-05-12 21:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150512_205400.wav,W03,1,20150512_205400,5-8-15,False,33.62966561924531,2015,9a,81.5,2015-05-12 20:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150512_005400.wav,W03,1,20150512_005400,5-8-15,False,11.587870155083731,2015,9a,249.5,2015-05-12 00:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150511_235400.wav,W03,1,20150511_235400,5-8-15,False,7.098645988229884,2015,9a,245.0,2015-05-11 23:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150511_225400.wav,W03,1,20150511_225400,5-8-15,False,17.08165318878678,2015,9a,15.0,2015-05-11 22:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150511_215400.wav,W03,1,20150511_215400,5-8-15,False,9.636049079479404,2015,9a,201.5,2015-05-11 21:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150511_205400.wav,W03,1,20150511_205400,5-8-15,False,45.649877511420186,2015,9a,254.5,2015-05-11 20:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150511_005300.wav,W03,1,20150511_005300,5-8-15,False,56.22761392633579,2015,9a,106.0,2015-05-11 00:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150510_235300.wav,W03,1,20150510_235300,5-8-15,False,5.754606292496207,2015,9a,97.0,2015-05-10 23:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150510_225300.wav,W03,2,20150510_225300,5-8-15,False,15.989819724245727,2015,9a,292.0,2015-05-10 22:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150510_215300.wav,W03,2,20150510_215300,5-8-15,False,18.703031524347097,2015,9a,295.5,2015-05-10 21:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150510_205300.wav,W03,1,20150510_205300,5-8-15,False,26.195402349591816,2015,9a,83.5,2015-05-10 20:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150510_005200.wav,W03,1,20150510_005200,5-8-15,False,45.17956869207699,2015,9a,125.5,2015-05-10 00:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150509_235200.wav,W03,1,20150509_235200,5-8-15,False,30.3992690366287,2015,9a,39.5,2015-05-09 23:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150509_225200.wav,W03,2,20150509_225200,5-8-15,False,21.217530789780927,2015,9a,165.0,2015-05-09 22:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150509_215200.wav,W03,2,20150509_215200,5-8-15,False,47.82365317372064,2015,9a,28.5,2015-05-09 21:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150509_205200.wav,W03,1,20150509_205200,5-8-15,False,40.419477769163166,2015,9a,8.0,2015-05-09 20:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150509_005200.wav,W03,1,20150509_005200,5-8-15,False,52.2210827088392,2015,9a,168.5,2015-05-09 00:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150508_235200.wav,W03,1,20150508_235200,5-8-15,False,25.63460802026841,2015,9a,180.0,2015-05-08 23:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150508_225200.wav,W03,1,20150508_225200,5-8-15,False,13.470781690771636,2015,9a,18.0,2015-05-08 22:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150508_215200.wav,W03,1,20150508_215200,5-8-15,False,15.9296240147675,2015,9a,116.0,2015-05-08 21:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150413_003400.wav,W15,3,20150413_003400,4-9-15,False,13.470932927095651,2015,9a,148.5,2015-04-13 00:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150412_233400.wav,W15,3,20150412_233400,4-9-15,False,11.714604136887946,2015,9a,122.5,2015-04-12 23:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150412_223400.wav,W15,1,20150412_223400,4-9-15,False,19.73597068715019,2015,9a,20.5,2015-04-12 22:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150412_213400.wav,W15,2,20150412_213400,4-9-15,False,22.55944062146495,2015,9a,239.0,2015-04-12 21:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150412_203400.wav,W15,2,20150412_203400,4-9-15,False,22.51152825982124,2015,9a,247.5,2015-04-12 20:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150412_193400.wav,W15,2,20150412_193400,4-9-15,False,22.044011950209374,2015,9a,288.5,2015-04-12 19:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150412_003400.wav,W15,3,20150412_003400,4-9-15,False,21.2653957112768,2015,9a,3.0,2015-04-12 00:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150411_233400.wav,W15,3,20150411_233400,4-9-15,False,29.5682525499298,2015,9a,232.5,2015-04-11 23:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150411_223400.wav,W15,3,20150411_223400,4-9-15,False,41.81767714503791,2015,9a,293.0,2015-04-11 22:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150411_213400.wav,W15,3,20150411_213400,4-9-15,False,33.39054272525372,2015,9a,176.5,2015-04-11 21:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150411_203400.wav,W15,2,20150411_203400,4-9-15,False,25.00836493298777,2015,9a,231.0,2015-04-11 20:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150411_193400.wav,W15,1,20150411_193400,4-9-15,False,15.83369356944347,2015,9a,194.5,2015-04-11 19:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150411_003300.wav,W15,3,20150411_003300,4-9-15,False,72.52284399347546,2015,9a,249.5,2015-04-11 00:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150410_233300.wav,W15,3,20150410_233300,4-9-15,False,23.53288896826534,2015,9a,185.5,2015-04-10 23:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150410_223300.wav,W15,3,20150410_223300,4-9-15,False,38.75673631720756,2015,9a,72.0,2015-04-10 22:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150410_213300.wav,W15,2,20150410_213300,4-9-15,False,40.16073288099082,2015,9a,157.0,2015-04-10 21:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150410_203300.wav,W15,2,20150410_203300,4-9-15,False,9.539048813163625,2015,9a,80.0,2015-04-10 20:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150410_193300.wav,W15,1,20150410_193300,4-9-15,False,23.062915970080454,2015,9a,24.5,2015-04-10 19:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150410_003200.wav,W15,3,20150410_003200,4-9-15,False,34.3711065166043,2015,9a,212.5,2015-04-10 00:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150409_233200.wav,W15,2,20150409_233200,4-9-15,False,66.66691523522331,2015,9a,125.5,2015-04-09 23:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150409_223200.wav,W15,2,20150409_223200,4-9-15,False,41.60962012648074,2015,9a,76.5,2015-04-09 22:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150409_213200.wav,W15,3,20150409_213200,4-9-15,False,46.3554083744616,2015,9a,38.5,2015-04-09 21:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150409_203200.wav,W15,2,20150409_203200,4-9-15,False,34.94034504541096,2015,9a,8.5,2015-04-09 20:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-9-15/20150409_193200.wav,W15,1,20150409_193200,4-9-15,False,29.086621805201364,2015,9a,9.5,2015-04-09 19:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150505_004900.wav,W35,1,20150505_004900,4-30-15,False,25.34855708796826,2015,9a,245.5,2015-05-05 00:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150504_234900.wav,W35,1,20150504_234900,4-30-15,False,49.74659705956757,2015,9a,290.5,2015-05-04 23:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150504_224900.wav,W35,1,20150504_224900,4-30-15,False,50.22591160005031,2015,9a,75.0,2015-05-04 22:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150504_214900.wav,W35,1,20150504_214900,4-30-15,False,42.20310375816124,2015,9a,68.5,2015-05-04 21:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150504_204900.wav,W35,1,20150504_204900,4-30-15,False,76.29801733602694,2015,9a,134.0,2015-05-04 20:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150503_004800.wav,W35,1,20150503_004800,4-30-15,False,26.5952576206843,2015,9a,125.5,2015-05-03 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150502_234800.wav,W35,1,20150502_234800,4-30-15,False,34.663633933087624,2015,9a,270.5,2015-05-02 23:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150502_224800.wav,W35,1,20150502_224800,4-30-15,False,18.59508510377566,2015,9a,286.5,2015-05-02 22:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150502_214800.wav,W35,1,20150502_214800,4-30-15,False,70.57747480657419,2015,9a,149.0,2015-05-02 21:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150502_204800.wav,W35,1,20150502_204800,4-30-15,False,60.37391803359517,2015,9a,272.5,2015-05-02 20:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150501_004600.wav,W35,1,20150501_004600,4-30-15,False,21.67838933583297,2015,9a,20.5,2015-05-01 00:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150430_234600.wav,W35,1,20150430_234600,4-30-15,False,54.82436957401952,2015,9a,72.5,2015-04-30 23:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150430_224600.wav,W35,1,20150430_224600,4-30-15,False,46.9806988345192,2015,9a,50.0,2015-04-30 22:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150430_214600.wav,W35,1,20150430_214600,4-30-15,False,28.7046522280428,2015,9a,83.0,2015-04-30 21:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150430_204600.wav,W35,1,20150430_204600,4-30-15,False,54.907300199646,2015,9a,290.5,2015-04-30 20:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150406_003000.wav,W46,1,20150406_003000,4-2-15,False,46.80944564161284,2015,9a,20.5,2015-04-06 00:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150405_233000.wav,W46,2,20150405_233000,4-2-15,False,39.76196745886002,2015,9a,159.5,2015-04-05 23:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150405_223000.wav,W46,1,20150405_223000,4-2-15,False,12.722381916997367,2015,9a,177.5,2015-04-05 22:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150405_213000.wav,W46,2,20150405_213000,4-2-15,False,50.02361103517208,2015,9a,63.0,2015-04-05 21:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150405_203000.wav,W46,1,20150405_203000,4-2-15,False,10.654936637418354,2015,9a,123.5,2015-04-05 20:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150405_193000.wav,W46,1,20150405_193000,4-2-15,False,23.579742690439684,2015,9a,81.5,2015-04-05 19:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150405_002900.wav,W46,1,20150405_002900,4-2-15,False,13.609908238016883,2015,9a,69.5,2015-04-05 00:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150404_232900.wav,W46,1,20150404_232900,4-2-15,False,41.36380064857839,2015,9a,82.0,2015-04-04 23:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150404_222900.wav,W46,1,20150404_222900,4-2-15,False,15.093898196681524,2015,9a,275.5,2015-04-04 22:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150404_212900.wav,W46,1,20150404_212900,4-2-15,False,20.41601497401692,2015,9a,43.5,2015-04-04 21:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150404_202900.wav,W46,1,20150404_202900,4-2-15,False,18.473752489699816,2015,9a,244.5,2015-04-04 20:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150404_192900.wav,W46,1,20150404_192900,4-2-15,False,26.247865073057053,2015,9a,292.0,2015-04-04 19:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150404_002800.wav,W46,2,20150404_002800,4-2-15,False,27.79083571780788,2015,9a,265.5,2015-04-04 00:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150403_232800.wav,W46,2,20150403_232800,4-2-15,False,35.084439225652524,2015,9a,111.5,2015-04-03 23:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150403_222800.wav,W46,1,20150403_222800,4-2-15,False,47.11803753035908,2015,9a,172.0,2015-04-03 22:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150403_212800.wav,W46,2,20150403_212800,4-2-15,False,44.798348242002,2015,9a,207.5,2015-04-03 21:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150403_202800.wav,W46,2,20150403_202800,4-2-15,False,53.73760334039833,2015,9a,203.0,2015-04-03 20:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150403_192800.wav,W46,1,20150403_192800,4-2-15,False,56.24497708827144,2015,9a,85.0,2015-04-03 19:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150403_002800.wav,W46,2,20150403_002800,4-2-15,False,28.040646182646302,2015,9a,154.5,2015-04-03 00:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150402_232800.wav,W46,3,20150402_232800,4-2-15,False,34.74103478071764,2015,9a,273.0,2015-04-02 23:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150402_222800.wav,W46,2,20150402_222800,4-2-15,False,22.877494978962662,2015,9a,285.0,2015-04-02 22:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150402_212800.wav,W46,3,20150402_212800,4-2-15,False,23.624285021329086,2015,9a,207.0,2015-04-02 21:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150402_202800.wav,W46,2,20150402_202800,4-2-15,False,32.37465569885425,2015,9a,285.0,2015-04-02 20:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150402_192800.wav,W46,1,20150402_192800,4-2-15,False,35.19826384613086,2015,9a,259.0,2015-04-02 19:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150420_003900.wav,W42,3,20150420_003900,4-16-15,False,21.94950940201531,2015,9a,83.0,2015-04-20 00:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150419_233900.wav,W42,1,20150419_233900,4-16-15,False,17.531477653375205,2015,9a,229.0,2015-04-19 23:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150419_223900.wav,W42,3,20150419_223900,4-16-15,False,12.038085789236302,2015,9a,59.0,2015-04-19 22:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150419_213900.wav,W42,2,20150419_213900,4-16-15,False,23.09480890716798,2015,9a,51.5,2015-04-19 21:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150419_203900.wav,W42,3,20150419_203900,4-16-15,False,6.204453331631986,2015,9a,299.0,2015-04-19 20:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150419_193900.wav,W42,2,20150419_193900,4-16-15,False,34.07451926790627,2015,9a,254.0,2015-04-19 19:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150419_003800.wav,W42,3,20150419_003800,4-16-15,False,3.546861810814653,2015,9a,21.0,2015-04-19 00:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150418_233800.wav,W42,1,20150418_233800,4-16-15,False,4.9721855645781385,2015,9a,108.5,2015-04-18 23:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150418_223800.wav,W42,1,20150418_223800,4-16-15,False,4.470334694847592,2015,9a,182.0,2015-04-18 22:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150418_213800.wav,W42,1,20150418_213800,4-16-15,False,10.059090393843322,2015,9a,36.0,2015-04-18 21:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150418_203800.wav,W42,2,20150418_203800,4-16-15,False,10.8372533255744,2015,9a,84.5,2015-04-18 20:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150418_193800.wav,W42,2,20150418_193800,4-16-15,False,12.564559265913608,2015,9a,165.0,2015-04-18 19:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150418_003700.wav,W42,2,20150418_003700,4-16-15,False,8.580620862070743,2015,9a,129.5,2015-04-18 00:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150417_233700.wav,W42,3,20150417_233700,4-16-15,False,31.535999073197125,2015,9a,80.5,2015-04-17 23:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150417_223700.wav,W42,3,20150417_223700,4-16-15,False,37.12097864258588,2015,9a,69.5,2015-04-17 22:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150417_213700.wav,W42,3,20150417_213700,4-16-15,False,43.744738328883045,2015,9a,85.0,2015-04-17 21:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150417_203700.wav,W42,1,20150417_203700,4-16-15,False,23.604450401251047,2015,9a,34.0,2015-04-17 20:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150417_193700.wav,W42,2,20150417_193700,4-16-15,False,18.74283979853049,2015,9a,270.5,2015-04-17 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150417_003700.wav,W42,2,20150417_003700,4-16-15,False,30.296436531288705,2015,9a,38.5,2015-04-17 00:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150416_233700.wav,W42,1,20150416_233700,4-16-15,False,42.404366322203934,2015,9a,183.0,2015-04-16 23:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150416_223700.wav,W42,1,20150416_223700,4-16-15,False,43.70511078708154,2015,9a,208.5,2015-04-16 22:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150416_213700.wav,W42,1,20150416_213700,4-16-15,False,40.43914538540542,2015,9a,129.5,2015-04-16 21:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150416_203700.wav,W42,2,20150416_203700,4-16-15,False,44.154626651744245,2015,9a,93.0,2015-04-16 20:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-16-15/20150416_193700.wav,W42,1,20150416_193700,4-16-15,False,22.470667529333355,2015,9a,221.0,2015-04-16 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150309_001100.wav,W55,1,20150309_001100,3-5-15,False,36.72753740985468,2015,9a,66.5,2015-03-09 00:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150308_231100.wav,W55,2,20150308_231100,3-5-15,False,21.91629712688341,2015,9a,243.0,2015-03-08 23:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150308_221100.wav,W55,3,20150308_221100,3-5-15,False,28.84434575506185,2015,9a,227.5,2015-03-08 22:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150308_211100.wav,W55,1,20150308_211100,3-5-15,False,26.69821492372811,2015,9a,92.5,2015-03-08 21:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150308_201100.wav,W55,3,20150308_201100,3-5-15,False,10.587143253590588,2015,9a,46.0,2015-03-08 20:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150308_191100.wav,W55,3,20150308_191100,3-5-15,False,5.633431056209546,2015,9a,222.0,2015-03-08 19:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150308_001000.wav,W55,3,20150308_001000,3-5-15,False,36.173321675796025,2015,9a,58.5,2015-03-08 00:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150307_231000.wav,W55,2,20150307_231000,3-5-15,False,45.90084817592447,2015,9a,127.0,2015-03-07 23:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150307_221000.wav,W55,3,20150307_221000,3-5-15,False,38.5881513606839,2015,9a,180.5,2015-03-07 22:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150307_211000.wav,W55,1,20150307_211000,3-5-15,False,45.372218728594085,2015,9a,296.5,2015-03-07 21:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150307_201000.wav,W55,1,20150307_201000,3-5-15,False,41.3617843709154,2015,9a,72.5,2015-03-07 20:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150307_191000.wav,W55,1,20150307_191000,3-5-15,False,31.733307546112844,2015,9a,135.5,2015-03-07 19:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150307_001000.wav,W55,1,20150307_001000,3-5-15,False,32.93371437461792,2015,9a,70.0,2015-03-07 00:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150306_231000.wav,W55,2,20150306_231000,3-5-15,False,27.022433308764217,2015,9a,181.5,2015-03-06 23:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150306_221000.wav,W55,2,20150306_221000,3-5-15,False,37.02271369166255,2015,9a,19.0,2015-03-06 22:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150306_211000.wav,W55,1,20150306_211000,3-5-15,False,56.85565519276177,2015,9a,19.5,2015-03-06 21:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150306_201000.wav,W55,1,20150306_201000,3-5-15,False,20.76072354795669,2015,9a,172.5,2015-03-06 20:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150306_191000.wav,W55,3,20150306_191000,3-5-15,False,30.21449169276893,2015,9a,13.0,2015-03-06 19:10:00
