,site,NAAMP,file_name,folder_date,Lcapito,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150404_222900.wav,W26,1,20150404_222900,4-2-15,False,37.077996142426336,2015,4a,130.5,2015-04-04 22:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150404_212900.wav,W26,1,20150404_212900,4-2-15,False,52.21724039881164,2015,4a,58.5,2015-04-04 21:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150404_202900.wav,W26,1,20150404_202900,4-2-15,False,51.11658414264952,2015,4a,251.0,2015-04-04 20:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150404_192900.wav,W26,1,20150404_192900,4-2-15,False,36.92180366485238,2015,4a,78.0,2015-04-04 19:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150404_002800.wav,W26,1,20150404_002800,4-2-15,False,28.582254066160537,2015,4a,224.0,2015-04-04 00:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150403_232800.wav,W26,1,20150403_232800,4-2-15,False,25.515617375352875,2015,4a,228.0,2015-04-03 23:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150403_222800.wav,W26,1,20150403_222800,4-2-15,False,33.60966516856787,2015,4a,227.5,2015-04-03 22:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150403_212800.wav,W26,1,20150403_212800,4-2-15,False,34.29044122548687,2015,4a,105.0,2015-04-03 21:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150403_202800.wav,W26,1,20150403_202800,4-2-15,False,28.35324947173608,2015,4a,47.5,2015-04-03 20:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150403_192800.wav,W26,1,20150403_192800,4-2-15,False,32.667840809157745,2015,4a,44.0,2015-04-03 19:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150403_002800.wav,W26,1,20150403_002800,4-2-15,False,42.13478662458297,2015,4a,208.0,2015-04-03 00:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150402_232800.wav,W26,1,20150402_232800,4-2-15,False,32.059779729334146,2015,4a,43.0,2015-04-02 23:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150402_222800.wav,W26,1,20150402_222800,4-2-15,False,29.647389606636896,2015,4a,40.0,2015-04-02 22:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150402_212800.wav,W26,1,20150402_212800,4-2-15,False,31.146352274147368,2015,4a,101.0,2015-04-02 21:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150402_202800.wav,W26,1,20150402_202800,4-2-15,False,15.760434776664097,2015,4a,10.5,2015-04-02 20:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150402_192800.wav,W26,1,20150402_192800,4-2-15,False,25.83952444880032,2015,4a,233.0,2015-04-02 19:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150420_003900.wav,W28,1,20150420_003900,4-16-15,False,19.086970964796013,2015,4a,244.0,2015-04-20 00:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150419_233900.wav,W28,1,20150419_233900,4-16-15,False,19.18505934897712,2015,4a,296.5,2015-04-19 23:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150419_223900.wav,W28,1,20150419_223900,4-16-15,False,25.397805768003845,2015,4a,168.5,2015-04-19 22:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150419_213900.wav,W28,1,20150419_213900,4-16-15,False,34.19612162336502,2015,4a,272.5,2015-04-19 21:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150419_203900.wav,W28,1,20150419_203900,4-16-15,False,27.56444427435513,2015,4a,217.0,2015-04-19 20:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150419_193900.wav,W28,1,20150419_193900,4-16-15,False,26.51707633227443,2015,4a,203.0,2015-04-19 19:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150419_003800.wav,W28,1,20150419_003800,4-16-15,False,12.210157044357802,2015,4a,57.5,2015-04-19 00:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150418_233800.wav,W28,1,20150418_233800,4-16-15,False,19.459156520249422,2015,4a,32.0,2015-04-18 23:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150418_223800.wav,W28,1,20150418_223800,4-16-15,False,16.98921201426128,2015,4a,37.5,2015-04-18 22:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150418_213800.wav,W28,1,20150418_213800,4-16-15,False,11.557344848408404,2015,4a,15.0,2015-04-18 21:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150418_203800.wav,W28,1,20150418_203800,4-16-15,False,39.74159151081134,2015,4a,42.0,2015-04-18 20:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150418_193800.wav,W28,1,20150418_193800,4-16-15,False,29.11345374658392,2015,4a,217.5,2015-04-18 19:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150418_003700.wav,W28,1,20150418_003700,4-16-15,False,11.42932952832108,2015,4a,165.5,2015-04-18 00:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150417_233700.wav,W28,1,20150417_233700,4-16-15,False,46.79923524593686,2015,4a,128.0,2015-04-17 23:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150417_223700.wav,W28,1,20150417_223700,4-16-15,False,46.13199821280086,2015,4a,83.5,2015-04-17 22:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150417_213700.wav,W28,1,20150417_213700,4-16-15,False,51.69914896236035,2015,4a,123.0,2015-04-17 21:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150417_203700.wav,W28,1,20150417_203700,4-16-15,False,56.616391469718536,2015,4a,230.5,2015-04-17 20:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150417_193700.wav,W28,1,20150417_193700,4-16-15,False,31.45646510166121,2015,4a,217.0,2015-04-17 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150417_003700.wav,W28,1,20150417_003700,4-16-15,False,18.905677272203665,2015,4a,116.0,2015-04-17 00:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150416_233700.wav,W28,1,20150416_233700,4-16-15,False,22.65088076150037,2015,4a,4.0,2015-04-16 23:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150416_223700.wav,W28,1,20150416_223700,4-16-15,False,48.13463517484871,2015,4a,166.5,2015-04-16 22:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150416_213700.wav,W28,1,20150416_213700,4-16-15,False,46.52016116778371,2015,4a,114.0,2015-04-16 21:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150416_203700.wav,W28,1,20150416_203700,4-16-15,False,47.10149792226885,2015,4a,140.0,2015-04-16 20:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150416_193700.wav,W28,1,20150416_193700,4-16-15,False,30.176625782929964,2015,4a,262.0,2015-04-16 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150309_001100.wav,W26,2,20150309_001100,3-5-15,False,43.48976642158475,2015,4a,12.0,2015-03-09 00:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150308_231100.wav,W26,2,20150308_231100,3-5-15,False,48.49213511464837,2015,4a,261.5,2015-03-08 23:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150308_221100.wav,W26,2,20150308_221100,3-5-15,False,43.6436484383986,2015,4a,210.0,2015-03-08 22:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150308_211100.wav,W26,3,20150308_211100,3-5-15,False,48.367022558456505,2015,4a,192.0,2015-03-08 21:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150308_201100.wav,W26,2,20150308_201100,3-5-15,False,43.825649009483065,2015,4a,10.0,2015-03-08 20:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150308_191100.wav,W26,2,20150308_191100,3-5-15,False,39.50274308401277,2015,4a,34.5,2015-03-08 19:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150307_231000.wav,W26,2,20150307_231000,3-5-15,False,30.728753544222272,2015,4a,83.5,2015-03-07 23:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150307_221000.wav,W26,2,20150307_221000,3-5-15,False,14.861602633519263,2015,4a,182.0,2015-03-07 22:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150307_211000.wav,W26,2,20150307_211000,3-5-15,False,17.07263919658149,2015,4a,153.0,2015-03-07 21:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150307_201000.wav,W26,2,20150307_201000,3-5-15,False,35.053898512927994,2015,4a,283.5,2015-03-07 20:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150307_191000.wav,W26,2,20150307_191000,3-5-15,False,47.73254218625326,2015,4a,146.5,2015-03-07 19:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150307_001000.wav,W26,1,20150307_001000,3-5-15,False,50.943768022072895,2015,4a,185.5,2015-03-07 00:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150306_231000.wav,W26,1,20150306_231000,3-5-15,False,69.73001511621732,2015,4a,273.5,2015-03-06 23:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150306_221000.wav,W26,2,20150306_221000,3-5-15,False,47.5773062615238,2015,4a,227.0,2015-03-06 22:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150306_211000.wav,W26,2,20150306_211000,3-5-15,False,47.84398190864221,2015,4a,184.5,2015-03-06 21:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150306_201000.wav,W26,1,20150306_201000,3-5-15,False,44.249045726520656,2015,4a,89.0,2015-03-06 20:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150306_191000.wav,W26,1,20150306_191000,3-5-15,False,37.47113331113574,2015,4a,287.5,2015-03-06 19:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150305_230900.wav,W26,2,20150305_230900,3-5-15,False,53.40324938839271,2015,4a,198.0,2015-03-05 23:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150305_220900.wav,W26,2,20150305_220900,3-5-15,False,46.90561962056824,2015,4a,147.0,2015-03-05 22:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150305_210900.wav,W26,2,20150305_210900,3-5-15,False,41.00310823027437,2015,4a,102.0,2015-03-05 21:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150305_200900.wav,W26,2,20150305_200900,3-5-15,False,61.59168211270468,2015,4a,290.5,2015-03-05 20:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150305_190900.wav,W26,3,20150305_190900,3-5-15,False,41.10435652491782,2015,4a,15.0,2015-03-05 19:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150323_002000.wav,W36,3,20150323_002000,3-19-15,False,6.406522285467498,2015,4a,161.0,2015-03-23 00:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150322_232000.wav,W36,3,20150322_232000,3-19-15,False,8.073853798986887,2015,4a,154.0,2015-03-22 23:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150322_222000.wav,W36,3,20150322_222000,3-19-15,False,5.992273468218909,2015,4a,51.0,2015-03-22 22:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150322_212000.wav,W36,3,20150322_212000,3-19-15,False,2.638599936179558,2015,4a,110.5,2015-03-22 21:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150322_202000.wav,W36,3,20150322_202000,3-19-15,False,34.79993980790779,2015,4a,220.0,2015-03-22 20:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150322_192000.wav,W36,2,20150322_192000,3-19-15,False,25.08486039132398,2015,4a,292.0,2015-03-22 19:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150322_002000.wav,W36,1,20150322_002000,3-19-15,False,8.77778887409304,2015,4a,34.0,2015-03-22 00:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150321_232000.wav,W36,2,20150321_232000,3-19-15,False,6.430824141604402,2015,4a,80.5,2015-03-21 23:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150321_222000.wav,W36,1,20150321_222000,3-19-15,False,15.474139864840808,2015,4a,25.5,2015-03-21 22:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150321_212000.wav,W36,2,20150321_212000,3-19-15,False,36.50640218848314,2015,4a,106.5,2015-03-21 21:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150321_202000.wav,W36,1,20150321_202000,3-19-15,False,29.232464803611503,2015,4a,40.0,2015-03-21 20:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150321_192000.wav,W36,1,20150321_192000,3-19-15,False,13.303542361151834,2015,4a,24.5,2015-03-21 19:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150321_001900.wav,W36,2,20150321_001900,3-19-15,False,7.063160359070447,2015,4a,76.0,2015-03-21 00:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150320_231900.wav,W36,2,20150320_231900,3-19-15,False,10.874308068749736,2015,4a,95.5,2015-03-20 23:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150320_221900.wav,W36,2,20150320_221900,3-19-15,False,29.26491098615188,2015,4a,35.5,2015-03-20 22:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150320_211900.wav,W36,2,20150320_211900,3-19-15,False,18.19722910116493,2015,4a,113.0,2015-03-20 21:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150320_201900.wav,W36,2,20150320_201900,3-19-15,False,21.171013065654467,2015,4a,125.5,2015-03-20 20:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150320_191900.wav,W36,1,20150320_191900,3-19-15,False,16.448506320765656,2015,4a,24.5,2015-03-20 19:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150320_001900.wav,W36,3,20150320_001900,3-19-15,False,19.53286071776848,2015,4a,297.0,2015-03-20 00:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150319_231900.wav,W36,3,20150319_231900,3-19-15,False,19.727988785663104,2015,4a,220.0,2015-03-19 23:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150319_221900.wav,W36,3,20150319_221900,3-19-15,False,9.517357322432067,2015,4a,257.5,2015-03-19 22:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150319_211900.wav,W36,3,20150319_211900,3-19-15,False,16.12612351721246,2015,4a,35.5,2015-03-19 21:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150319_201900.wav,W36,3,20150319_201900,3-19-15,False,18.47015482863448,2015,4a,217.0,2015-03-19 20:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150319_191900.wav,W36,3,20150319_191900,3-19-15,False,20.09373151139101,2015,4a,243.0,2015-03-19 19:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150316_001600.wav,W03,2,20150316_001600,3-12-15,False,37.86800706662173,2015,4a,91.5,2015-03-16 00:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150315_231600.wav,W03,2,20150315_231600,3-12-15,False,35.87603725484796,2015,4a,229.0,2015-03-15 23:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150315_221600.wav,W03,1,20150315_221600,3-12-15,False,30.35245305969855,2015,4a,296.0,2015-03-15 22:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150315_211600.wav,W03,2,20150315_211600,3-12-15,False,42.68307122013415,2015,4a,156.5,2015-03-15 21:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150315_201600.wav,W03,2,20150315_201600,3-12-15,False,49.10465300125289,2015,4a,108.5,2015-03-15 20:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150315_191600.wav,W03,1,20150315_191600,3-12-15,False,28.064174189161275,2015,4a,143.5,2015-03-15 19:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150315_001500.wav,W03,2,20150315_001500,3-12-15,False,36.286762349299,2015,4a,31.0,2015-03-15 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150314_231500.wav,W03,2,20150314_231500,3-12-15,False,47.23928000855369,2015,4a,273.5,2015-03-14 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150314_221500.wav,W03,2,20150314_221500,3-12-15,False,74.174725718873,2015,4a,107.0,2015-03-14 22:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150314_211500.wav,W03,2,20150314_211500,3-12-15,False,48.2787234054206,2015,4a,235.5,2015-03-14 21:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150314_201500.wav,W03,2,20150314_201500,3-12-15,False,47.5659791287726,2015,4a,116.0,2015-03-14 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150314_191500.wav,W03,2,20150314_191500,3-12-15,False,23.260273980836057,2015,4a,200.0,2015-03-14 19:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150314_001400.wav,W03,3,20150314_001400,3-12-15,False,63.52705221434172,2015,4a,231.5,2015-03-14 00:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150313_231400.wav,W03,3,20150313_231400,3-12-15,False,61.26733003340567,2015,4a,114.5,2015-03-13 23:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150313_221400.wav,W03,3,20150313_221400,3-12-15,False,61.31882763342908,2015,4a,109.5,2015-03-13 22:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150313_211400.wav,W03,3,20150313_211400,3-12-15,False,59.033250058365766,2015,4a,2.5,2015-03-13 21:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150313_201400.wav,W03,3,20150313_201400,3-12-15,False,60.224025181877145,2015,4a,251.5,2015-03-13 20:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150313_191400.wav,W03,2,20150313_191400,3-12-15,False,51.50822039327478,2015,4a,84.0,2015-03-13 19:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150313_001400.wav,W03,3,20150313_001400,3-12-15,False,43.30172064920024,2015,4a,285.0,2015-03-13 00:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150312_231400.wav,W03,3,20150312_231400,3-12-15,False,55.37936267249844,2015,4a,35.5,2015-03-12 23:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150312_221400.wav,W03,3,20150312_221400,3-12-15,False,39.24986220659124,2015,4a,47.0,2015-03-12 22:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150312_211400.wav,W03,1,20150312_211400,3-12-15,False,28.803086546213223,2015,4a,60.0,2015-03-12 21:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150312_201400.wav,W03,2,20150312_201400,3-12-15,False,24.2915626044799,2015,4a,21.5,2015-03-12 20:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150312_191400.wav,W03,2,20150312_191400,3-12-15,False,31.56940919641092,2015,4a,227.0,2015-03-12 19:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150227_000400.wav,W42,2,20150227_000400,2-23-15,False,52.119720031562935,2015,4a,253.5,2015-02-27 00:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150226_230400.wav,W42,2,20150226_230400,2-23-15,False,49.680726397906895,2015,4a,173.0,2015-02-26 23:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150226_220400.wav,W42,2,20150226_220400,2-23-15,False,52.38617561980669,2015,4a,114.5,2015-02-26 22:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150226_210400.wav,W42,3,20150226_210400,2-23-15,False,53.14434293636825,2015,4a,159.5,2015-02-26 21:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150226_200400.wav,W42,3,20150226_200400,2-23-15,False,30.874363644508435,2015,4a,289.5,2015-02-26 20:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150226_190400.wav,W42,2,20150226_190400,2-23-15,False,18.064478756600423,2015,4a,90.0,2015-02-26 19:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150226_000300.wav,W42,1,20150226_000300,2-23-15,False,47.23886413601782,2015,4a,101.0,2015-02-26 00:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150225_230300.wav,W42,2,20150225_230300,2-23-15,False,46.53264923533458,2015,4a,55.5,2015-02-25 23:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150225_220300.wav,W42,2,20150225_220300,2-23-15,False,36.57819353930371,2015,4a,219.5,2015-02-25 22:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150225_210300.wav,W42,2,20150225_210300,2-23-15,False,28.45584052995313,2015,4a,135.5,2015-02-25 21:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150225_200300.wav,W42,2,20150225_200300,2-23-15,False,36.67028182099471,2015,4a,262.5,2015-02-25 20:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150225_190300.wav,W42,1,20150225_190300,2-23-15,True,26.824543120249547,2015,4a,26.0,2015-02-25 19:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150225_000200.wav,W42,1,20150225_000200,2-23-15,True,494.0581526183232,2015,4a,67.0,2015-02-25 00:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150224_230200.wav,W42,1,20150224_230200,2-23-15,True,100.77574844237668,2015,4a,243.0,2015-02-24 23:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150224_220200.wav,W42,1,20150224_220200,2-23-15,True,297.4265216287609,2015,4a,278.0,2015-02-24 22:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150224_210200.wav,W42,3,20150224_210200,2-23-15,False,57.54549089225349,2015,4a,0.5,2015-02-24 21:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150224_200200.wav,W42,2,20150224_200200,2-23-15,True,756.312597824141,2015,4a,190.0,2015-02-24 20:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150224_190200.wav,W42,2,20150224_190200,2-23-15,True,240.03467891076485,2015,4a,70.5,2015-02-24 19:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150224_000100.wav,W42,1,20150224_000100,2-23-15,True,640.1593820855411,2015,4a,60.5,2015-02-24 00:01:00
