,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150430_204600.wav,54.907300199646,2015,9a,290.5,2015-04-30 20:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/6-11-15/20150611_231200.wav,54.83939092509567,2015,10a,127.0,2015-06-11 23:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150430_234600.wav,54.82436957401952,2015,9a,72.5,2015-04-30 23:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-12-15/20150315_221600.wav,54.70225707746551,2015,8a,57.5,2015-03-15 22:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-5-15/20150307_201000.wav,54.6355425394966,2015,6a,240.5,2015-03-07 20:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-23-15/20150223_190100.wav,54.48331589440693,2015,6a,278.0,2015-02-23 19:01:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-5-15/20150305_190900.wav,54.28060719640709,2015,8a,85.5,2015-03-05 19:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-2-15/20150203_194500.wav,54.21336808362975,2015,8a,60.0,2015-02-03 19:45:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-23-15/20150225_210300.wav,54.190648874733554,2015,6a,288.0,2015-02-25 21:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-4-15/20150609_001100.wav,54.15499134680261,2015,6a,29.0,2015-06-09 00:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/6-25-15/20150630_001600.wav,54.13748291026714,2015,7a,137.5,2015-06-30 00:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-5-15/20150307_191000.wav,54.1081619515875,2015,10a,11.0,2015-03-07 19:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150216_205600.wav,53.91705845525648,2015,6a,134.0,2015-02-16 20:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-5-15/20150307_231000.wav,53.76836793928492,2015,10a,79.5,2015-03-07 23:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150403_202800.wav,53.73760334039833,2015,9a,203.0,2015-04-03 20:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-16-15/20150416_223700.wav,53.66625297061463,2015,10a,294.5,2015-04-16 22:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-25-15/20150626_211600.wav,53.51767706143114,2015,8a,33.0,2015-06-26 21:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-30-15/20150430_234600.wav,53.38911339844257,2015,10a,111.0,2015-04-30 23:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-23-15/20150224_190200.wav,53.38699476431689,2015,6a,184.0,2015-02-24 19:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-11-15/20150615_211300.wav,53.33716471132635,2015,8a,106.0,2015-06-15 21:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-25-15/20150625_211600.wav,53.258225845047285,2015,8a,214.0,2015-06-25 21:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/2-2-15/20150204_004500.wav,53.17615719831108,2015,10a,231.5,2015-02-04 00:45:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-23-15/20150226_190400.wav,53.03085313188992,2015,8a,217.5,2015-02-26 19:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-19-15/20150320_231900.wav,53.013841442552746,2015,9a,105.5,2015-03-20 23:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-16-15/20150417_223700.wav,52.965892555644274,2015,10a,146.0,2015-04-17 22:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-2-15/20150403_192800.wav,52.91760200152309,2015,10a,233.5,2015-04-03 19:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/5-8-15/20150509_225200.wav,52.83006079606739,2015,6a,198.5,2015-05-09 22:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-25-15/20150629_231600.wav,52.8173427631024,2015,8a,92.5,2015-06-29 23:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-5-15/20150307_201000.wav,52.656872973303535,2015,10a,258.0,2015-03-07 20:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-30-15/20150502_214800.wav,52.612370877463626,2015,10a,242.5,2015-05-02 21:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/4-16-15/20150416_193700.wav,52.49750519765125,2015,6a,225.0,2015-04-16 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-4-15/20150607_001000.wav,52.48292768477467,2015,6a,99.0,2015-06-07 00:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150315_231600.wav,52.4704704834752,2015,10a,220.5,2015-03-15 23:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-5-15/20150305_200900.wav,52.46980372925868,2015,6a,208.5,2015-03-05 20:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150217_205700.wav,52.46216929348594,2015,6a,160.5,2015-02-17 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-5-15/20150308_231100.wav,52.263789246385215,2015,6a,65.0,2015-03-08 23:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-12-15/20150313_201400.wav,52.25653776729014,2015,6a,83.0,2015-03-13 20:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150509_005200.wav,52.2210827088392,2015,9a,168.5,2015-05-09 00:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-5-15/20150305_220900.wav,52.21679547771184,2015,6a,115.0,2015-03-05 22:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-2-15/20150203_204500.wav,52.19474202325777,2015,8a,270.0,2015-02-03 20:45:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150314_001400.wav,52.13419653859767,2015,10a,264.5,2015-03-14 00:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/6-25-15/20150629_231600.wav,52.09954376543291,2015,9a,107.5,2015-06-29 23:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/2-2-15/20150206_004700.wav,52.07919513832193,2015,10a,157.0,2015-02-06 00:47:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/6-11-15/20150612_221200.wav,52.0509834112722,2015,9a,267.0,2015-06-12 22:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/2-23-15/20150226_210400.wav,52.04196635363597,2015,10a,165.5,2015-02-26 21:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/2-23-15/20150226_220400.wav,52.02528487384438,2015,9a,141.0,2015-02-26 22:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150217_225700.wav,52.02421511533095,2015,6a,151.0,2015-02-17 22:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/2-16-15/20150216_215600.wav,51.91522015189745,2015,7a,22.5,2015-02-16 21:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/2-23-15/20150226_230400.wav,51.82372513942988,2015,10a,25.5,2015-02-26 23:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-30-15/20150502_234800.wav,51.78354682976734,2015,10a,110.5,2015-05-02 23:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-25-15/20150628_001600.wav,51.77470945944344,2015,8a,2.5,2015-06-28 00:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-12-15/20150315_201600.wav,51.61451604973712,2015,8a,171.5,2015-03-15 20:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-23-15/20150226_000300.wav,51.39832334813252,2015,6a,78.0,2015-02-26 00:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/4-9-15/20150411_203400.wav,51.38647384702727,2015,6a,153.5,2015-04-11 20:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-2-15/20150402_222800.wav,51.35939879258444,2015,10a,130.0,2015-04-02 22:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150314_221500.wav,51.35454723351119,2015,10a,260.0,2015-03-14 22:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150216_215600.wav,51.31839219098126,2015,6a,247.5,2015-02-16 21:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-12-15/20150313_191400.wav,51.0502156193204,2015,6a,96.0,2015-03-13 19:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150312_221400.wav,51.04495171699628,2015,10a,152.0,2015-03-12 22:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/4-2-15/20150403_212800.wav,51.03945855147271,2015,6a,73.0,2015-04-03 21:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150203_204500.wav,50.98548239838368,2015,6a,75.5,2015-02-03 20:45:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-2-15/20150202_184400.wav,50.97133151297489,2015,8a,46.5,2015-02-02 18:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/5-14-15/20150516_235700.wav,50.915026082479535,2015,7a,27.0,2015-05-16 23:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150205_214700.wav,50.87784637961264,2015,6a,206.5,2015-02-05 21:47:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/4-9-15/20150411_223400.wav,50.85845070009352,2015,8a,113.5,2015-04-11 22:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/6-25-15/20150626_211600.wav,50.82586945516403,2015,10a,298.5,2015-06-26 21:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/6-25-15/20150627_221600.wav,50.82114164624716,2015,7a,69.0,2015-06-27 22:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/2-2-15/20150205_194700.wav,50.78756635160763,2015,10a,152.5,2015-02-05 19:47:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-16-15/20150218_215700.wav,50.651611789387424,2015,8a,24.0,2015-02-18 21:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-2-15/20150204_224600.wav,50.63356896777836,2015,8a,213.5,2015-02-04 22:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150205_194700.wav,50.51044831274798,2015,6a,239.5,2015-02-05 19:47:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-14-15/20150515_005600.wav,50.43374708726635,2015,9a,170.0,2015-05-15 00:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/2-23-15/20150226_190400.wav,50.39466686740022,2015,9a,94.5,2015-02-26 19:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150218_205700.wav,50.26556374967175,2015,6a,94.0,2015-02-18 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150504_224900.wav,50.22591160005031,2015,9a,75.0,2015-05-04 22:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-5-15/20150305_190900.wav,50.22188603675542,2015,6a,216.5,2015-03-05 19:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150405_213000.wav,50.02361103517208,2015,9a,63.0,2015-04-05 21:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150217_195700.wav,50.004974980665,2015,6a,73.0,2015-02-17 19:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-30-15/20150503_004800.wav,49.95982041492542,2015,10a,195.5,2015-05-03 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150205_234700.wav,49.91935796304382,2015,6a,145.0,2015-02-05 23:47:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-12-15/20150312_231400.wav,49.90210544695385,2015,8a,76.0,2015-03-12 23:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/2-16-15/20150216_235600.wav,49.82452199642439,2015,7a,149.5,2015-02-16 23:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-30-15/20150430_224600.wav,49.81682044411546,2015,10a,41.5,2015-04-30 22:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150314_201500.wav,49.784606243703166,2015,10a,151.5,2015-03-14 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150504_234900.wav,49.74659705956757,2015,9a,290.5,2015-05-04 23:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/4-30-15/20150430_204600.wav,49.64894414449323,2015,7a,105.0,2015-04-30 20:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/6-4-15/20150606_231000.wav,49.5683466057037,2015,10a,173.0,2015-06-06 23:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-25-15/20150629_211600.wav,49.55920550715796,2015,8a,191.0,2015-06-29 21:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-23-15/20150225_000200.wav,49.51573995985484,2015,8a,135.5,2015-02-25 00:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/5-8-15/20150511_225400.wav,49.475061848688526,2015,6a,285.5,2015-05-11 22:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-25-15/20150629_221600.wav,49.41274796452314,2015,8a,267.0,2015-06-29 22:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-4-15/20150604_220900.wav,49.32082131773058,2015,6a,221.0,2015-06-04 22:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/2-23-15/20150226_200400.wav,49.240510749867646,2015,9a,132.0,2015-02-26 20:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-19-15/20150322_202000.wav,49.21814665520692,2015,8a,251.5,2015-03-22 20:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150216_235600.wav,49.20778114412696,2015,6a,215.5,2015-02-16 23:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/5-8-15/20150508_215200.wav,49.195075685894544,2015,6a,272.0,2015-05-08 21:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150313_231400.wav,49.17038880782877,2015,10a,55.0,2015-03-13 23:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-4-15/20150606_211000.wav,49.10156992806185,2015,6a,272.0,2015-06-06 21:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150218_185700.wav,49.07752895195865,2015,6a,210.0,2015-02-18 18:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-4-15/20150607_211000.wav,48.97927074287613,2015,8a,261.5,2015-06-07 21:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/2-23-15/20150223_200100.wav,48.979055234033474,2015,9a,33.0,2015-02-23 20:01:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/2-23-15/20150225_190300.wav,48.96031173404099,2015,9a,296.0,2015-02-25 19:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-16-15/20150218_225700.wav,48.917974304258365,2015,8a,216.5,2015-02-18 22:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-12-15/20150313_221400.wav,48.89757371515637,2015,6a,253.0,2015-03-13 22:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-23-15/20150224_210200.wav,48.8883221983288,2015,6a,209.5,2015-02-24 21:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-4-15/20150605_000900.wav,48.82754216765866,2015,6a,211.0,2015-06-05 00:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/3-12-15/20150315_001500.wav,48.77679880400876,2015,7a,222.5,2015-03-15 00:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-5-15/20150305_190900.wav,48.66803688135131,2015,10a,274.0,2015-03-05 19:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/2-2-15/20150205_204700.wav,48.64531508569216,2015,10a,117.5,2015-02-05 20:47:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/5-14-15/20150517_005700.wav,48.620890833691966,2015,6a,59.0,2015-05-17 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/5-14-15/20150516_235700.wav,48.48226932832178,2015,10a,91.0,2015-05-16 23:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150205_184700.wav,48.37940257353964,2015,6a,140.0,2015-02-05 18:47:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150202_194400.wav,48.37650831982066,2015,6a,189.0,2015-02-02 19:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/4-16-15/20150419_203900.wav,48.28981932056354,2015,8a,124.5,2015-04-19 20:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150219_195800.wav,48.25106579196908,2015,6a,17.5,2015-02-19 19:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150313_191400.wav,48.17922716800139,2015,10a,194.0,2015-03-13 19:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-30-15/20150502_224800.wav,48.02239662558301,2015,10a,7.5,2015-05-02 22:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-16-15/20150218_205700.wav,47.97724667632588,2015,8a,73.0,2015-02-18 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150219_215800.wav,47.97645287046332,2015,6a,62.0,2015-02-19 21:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-23-15/20150224_000100.wav,47.93227994525401,2015,8a,274.0,2015-02-24 00:01:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-5-15/20150305_210900.wav,47.86409640602927,2015,8a,122.5,2015-03-05 21:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/5-14-15/20150516_235700.wav,47.83292550670366,2015,8a,264.5,2015-05-16 23:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150509_215200.wav,47.82365317372064,2015,9a,28.5,2015-05-09 21:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/2-2-15/20150204_224600.wav,47.78636049586004,2015,7a,196.5,2015-02-04 22:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-16-15/20150217_005600.wav,47.73239551069276,2015,8a,219.0,2015-02-17 00:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/2-23-15/20150224_220200.wav,47.72569032375385,2015,9a,1.0,2015-02-24 22:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-5-15/20150305_210900.wav,47.71064155777852,2015,10a,126.5,2015-03-05 21:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/6-11-15/20150613_211300.wav,47.69013300864558,2015,7a,219.5,2015-06-13 21:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-4-15/20150605_220900.wav,47.635331895988536,2015,6a,141.0,2015-06-05 22:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150217_235700.wav,47.62891479196048,2015,6a,117.5,2015-02-17 23:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-4-15/20150606_231000.wav,47.618134143131066,2015,6a,149.5,2015-06-06 23:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150313_221400.wav,47.55705005387321,2015,10a,74.5,2015-03-13 22:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150203_214500.wav,47.5480308223141,2015,6a,230.0,2015-02-03 21:45:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150202_224400.wav,47.52195087439471,2015,6a,288.5,2015-02-02 22:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/4-30-15/20150504_224900.wav,47.416870174139135,2015,7a,100.0,2015-05-04 22:49:00
