,file_name,Lcapito,call_time,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190308_013900.wav,TEST_0+1_20190308_013900.wav,1.0,0:12,199.1032229995204,2019,400,76.5,2019-03-08 01:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190308_023900.wav,TEST_0+1_20190308_023900.wav,0.0,,43.19611002500693,2019,400,170.5,2019-03-08 02:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190308_184000.wav,TEST_0+1_20190308_184000.wav,0.0,,60.55335989828352,2019,400,131.0,2019-03-08 18:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190308_194000.wav,TEST_0+1_20190308_194000.wav,1.0,0:01,243.8548484642489,2019,400,211.0,2019-03-08 19:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190308_204000.wav,TEST_0+1_20190308_204000.wav,1.0,1:11,86.00333116998448,2019,400,183.0,2019-03-08 20:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190308_214000.wav,TEST_0+1_20190308_214000.wav,1.0,3:18,60.34199049641197,2019,400,198.0,2019-03-08 21:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190308_224000.wav,TEST_0+1_20190308_224000.wav,1.0,4:30,39.723889298530025,2019,400,256.5,2019-03-08 22:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190308_234000.wav,TEST_0+1_20190308_234000.wav,0.0,,44.50871196199304,2019,400,168.0,2019-03-08 23:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190309_004000.wav,TEST_0+1_20190309_004000.wav,0.0,,57.55833978192082,2019,400,101.0,2019-03-09 00:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190309_014000.wav,TEST_0+1_20190309_014000.wav,0.0,,34.75106590559032,2019,400,237.0,2019-03-09 01:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190309_024000.wav,TEST_0+1_20190309_024000.wav,1.0,0:53,80.02343154788751,2019,400,78.5,2019-03-09 02:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190309_184000.wav,TEST_0+1_20190309_184000.wav,0.0,,41.320158653630365,2019,400,42.5,2019-03-09 18:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190309_194000.wav,TEST_0+1_20190309_194000.wav,1.0,4:04,61.35421854705414,2019,400,265.0,2019-03-09 19:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190309_204000.wav,TEST_0+1_20190309_204000.wav,1.0,0:39,85.66144954197132,2019,400,117.5,2019-03-09 20:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190309_214000.wav,TEST_0+1_20190309_214000.wav,1.0,0:18,154.90827614519498,2019,400,183.5,2019-03-09 21:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190309_224000.wav,TEST_0+1_20190309_224000.wav,0.0,,35.320299835751854,2019,400,241.5,2019-03-09 22:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190309_234000.wav,TEST_0+1_20190309_234000.wav,0.0,,38.37422802519233,2019,400,49.0,2019-03-09 23:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190310_004000.wav,TEST_0+1_20190310_004000.wav,1.0,0:13,76.85966730148941,2019,400,43.0,2019-03-10 00:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190310_014000.wav,TEST_0+1_20190310_014000.wav,1.0,1:15,116.30226823061744,2019,400,246.5,2019-03-10 01:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190310_024000.wav,TEST_0+1_20190310_024000.wav,0.0,,34.181665873798444,2019,400,190.0,2019-03-10 02:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190310_184100.wav,TEST_0+1_20190310_184100.wav,1.0,0:19,46.90688305421988,2019,400,269.5,2019-03-10 18:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190310_194100.wav,TEST_0+1_20190310_194100.wav,1.0,0:23,67.39064503304229,2019,400,22.5,2019-03-10 19:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190310_204100.wav,TEST_0+1_20190310_204100.wav,1.0,0:03,223.4122767556713,2019,400,11.0,2019-03-10 20:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190310_214100.wav,TEST_0+1_20190310_214100.wav,1.0,0:55,141.41922992294852,2019,400,244.5,2019-03-10 21:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190310_224100.wav,TEST_0+1_20190310_224100.wav,1.0,0:22,367.6066243415435,2019,400,263.5,2019-03-10 22:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190310_234100.wav,TEST_0+1_20190310_234100.wav,1.0,0:07,225.67849078580568,2019,400,34.5,2019-03-10 23:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190311_004100.wav,TEST_0+1_20190311_004100.wav,1.0,0.09,200.40526199253884,2019,400,10.5,2019-03-11 00:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190311_014100.wav,TEST_0+1_20190311_014100.wav,1.0,0:07,293.8804348884833,2019,400,123.0,2019-03-11 01:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190311_024100.wav,TEST_0+1_20190311_024100.wav,1.0,0:07,263.6420975739394,2019,400,178.0,2019-03-11 02:41:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190311_184200.wav,TEST_0+1_20190311_184200.wav,0.0,,32.77770665771292,2019,400,283.0,2019-03-11 18:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190311_194200.wav,TEST_0+1_20190311_194200.wav,1.0,0:01,339.58337856260056,2019,400,50.0,2019-03-11 19:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190311_204200.wav,TEST_0+1_20190311_204200.wav,1.0,0:01,328.9100286947123,2019,400,15.0,2019-03-11 20:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190311_214200.wav,TEST_0+1_20190311_214200.wav,1.0,1:01,180.1617398835461,2019,400,293.0,2019-03-11 21:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190311_224200.wav,TEST_0+1_20190311_224200.wav,1.0,0:01,72.05434181150672,2019,400,167.0,2019-03-11 22:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190311_234200.wav,TEST_0+1_20190311_234200.wav,1.0,0:17,303.35837366565687,2019,400,216.0,2019-03-11 23:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2019/FLSHE_2019_400/TEST_0+1_20190312_004200.wav,TEST_0+1_20190312_004200.wav,1.0,0:07,297.86896832605584,2019,400,286.0,2019-03-12 00:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200301_003400.wav,TEST_0+1_20200301_003400.wav,0.0,,32.2953456090572,2020,400,133.5,2020-03-01 00:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200301_013400.wav,TEST_0+1_20200301_013400.wav,0.0,,39.47884641246431,2020,400,283.5,2020-03-01 01:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200301_023400.wav,TEST_0+1_20200301_023400.wav,0.0,,37.12516201184063,2020,400,181.0,2020-03-01 02:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200301_183500.wav,TEST_0+1_20200301_183500.wav,0.0,3:49,44.7287342438118,2020,400,134.0,2020-03-01 18:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200301_203500.wav,TEST_0+1_20200301_203500.wav,0.0,,39.91916798310082,2020,400,180.0,2020-03-01 20:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200301_213500.wav,TEST_0+1_20200301_213500.wav,0.0,,39.40810808095975,2020,400,55.5,2020-03-01 21:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200301_223500.wav,TEST_0+1_20200301_223500.wav,0.0,,39.25515297998125,2020,400,55.5,2020-03-01 22:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200301_233500.wav,TEST_0+1_20200301_233500.wav,0.0,,38.47526747960796,2020,400,92.5,2020-03-01 23:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200302_003500.wav,TEST_0+1_20200302_003500.wav,0.0,,31.51399963084396,2020,400,94.0,2020-03-02 00:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200302_013500.wav,TEST_0+1_20200302_013500.wav,0.0,,37.872992373007584,2020,400,87.0,2020-03-02 01:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200302_023500.wav,TEST_0+1_20200302_023500.wav,0.0,,34.35359042472776,2020,400,17.5,2020-03-02 02:35:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200302_183600.wav,TEST_0+1_20200302_183600.wav,0.0,,52.061402283627054,2020,400,97.5,2020-03-02 18:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200302_193600.wav,TEST_0+1_20200302_193600.wav,0.0,,45.08235372958464,2020,400,162.0,2020-03-02 19:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200302_203600.wav,TEST_0+1_20200302_203600.wav,0.0,,35.48897420622945,2020,400,235.0,2020-03-02 20:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200302_213600.wav,TEST_0+1_20200302_213600.wav,0.0,,33.11992155800419,2020,400,63.5,2020-03-02 21:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200302_223600.wav,TEST_0+1_20200302_223600.wav,0.0,,36.97714541853475,2020,400,48.0,2020-03-02 22:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200302_233600.wav,TEST_0+1_20200302_233600.wav,0.0,,40.70588081357611,2020,400,256.0,2020-03-02 23:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200303_003600.wav,TEST_0+1_20200303_003600.wav,0.0,,36.86073825835017,2020,400,16.0,2020-03-03 00:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200303_013600.wav,TEST_0+1_20200303_013600.wav,0.0,,33.08594353160758,2020,400,106.0,2020-03-03 01:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200303_023600.wav,TEST_0+1_20200303_023600.wav,0.0,,34.81741422450645,2020,400,243.5,2020-03-03 02:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2020/FLSHE_2020_400/TEST_0+1_20200303_183600.wav,TEST_0+1_20200303_183600.wav,0.0,,33.38016961691403,2020,400,115.0,2020-03-03 18:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_193600.wav,TEST_0+1_20210303_193600.wav,1.0,0:00,268.38925148003216,2021,400,159.5,2021-03-03 19:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_203600.wav,TEST_0+1_20210303_203600.wav,1.0,0:00,151.11871320600997,2021,400,134.0,2021-03-03 20:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_213600.wav,TEST_0+1_20210303_213600.wav,1.0,0:34,387.9426855389689,2021,400,124.5,2021-03-03 21:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_223600.wav,TEST_0+1_20210303_223600.wav,1.0,0:00,419.9992594506394,2021,400,41.0,2021-03-03 22:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_233600.wav,TEST_0+1_20210303_233600.wav,1.0,0:00,376.0696042754555,2021,400,48.0,2021-03-03 23:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_003600.wav,TEST_0+1_20210304_003600.wav,1.0,0:00,308.50184064008874,2021,400,159.5,2021-03-04 00:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_013600.wav,TEST_0+1_20210304_013600.wav,0.0,,35.83513758031942,2021,400,115.5,2021-03-04 01:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_023600.wav,TEST_0+1_20210304_023600.wav,0.0,,32.38516052171928,2021,400,40.5,2021-03-04 02:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_173700.wav,TEST_0+1_20210304_173700.wav,0.0,,73.59827997418884,2021,400,292.5,2021-03-04 17:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_183700.wav,TEST_0+1_20210304_183700.wav,0.0,,109.05907893159812,2021,400,293.0,2021-03-04 18:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_193700.wav,TEST_0+1_20210304_193700.wav,1.0,0:00,293.6528202125363,2021,400,231.5,2021-03-04 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_203700.wav,TEST_0+1_20210304_203700.wav,1.0,0:00,191.6793150196329,2021,400,9.0,2021-03-04 20:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_213700.wav,TEST_0+1_20210304_213700.wav,1.0,0:00,142.4787571721377,2021,400,42.0,2021-03-04 21:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_223700.wav,TEST_0+1_20210304_223700.wav,1.0,0:00,174.10664743445997,2021,400,243.0,2021-03-04 22:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_233700.wav,TEST_0+1_20210304_233700.wav,1.0,0:00,177.08387416933203,2021,400,153.5,2021-03-04 23:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_003700.wav,TEST_0+1_20210305_003700.wav,1.0,0:00,274.59242119275405,2021,400,245.5,2021-03-05 00:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_013700.wav,TEST_0+1_20210305_013700.wav,1.0,1:15,132.1240110641446,2021,400,210.5,2021-03-05 01:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_023700.wav,TEST_0+1_20210305_023700.wav,0.0,,31.9596214957054,2021,400,198.0,2021-03-05 02:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_173800.wav,TEST_0+1_20210305_173800.wav,0.0,,35.01614538993743,2021,400,163.0,2021-03-05 17:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_183800.wav,TEST_0+1_20210305_183800.wav,0.0,,46.3198789469179,2021,400,266.0,2021-03-05 18:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_193800.wav,TEST_0+1_20210305_193800.wav,1.0,0:00,277.16844339429286,2021,400,287.5,2021-03-05 19:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_203800.wav,TEST_0+1_20210305_203800.wav,1.0,0:00,311.091603559275,2021,400,149.0,2021-03-05 20:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_213800.wav,TEST_0+1_20210305_213800.wav,1.0,0:00,231.74771926129463,2021,400,131.0,2021-03-05 21:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_223800.wav,TEST_0+1_20210305_223800.wav,1.0,0:00,351.07955628952493,2021,400,224.5,2021-03-05 22:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_233800.wav,TEST_0+1_20210305_233800.wav,1.0,0:02,317.13700838925365,2021,400,152.0,2021-03-05 23:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_003800.wav,TEST_0+1_20210306_003800.wav,1.0,0:00,283.60280323423865,2021,400,132.0,2021-03-06 00:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_013800.wav,TEST_0+1_20210306_013800.wav,1.0,0:28,96.91124521059795,2021,400,29.0,2021-03-06 01:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_023800.wav,TEST_0+1_20210306_023800.wav,1.0,0:29,359.5799388811428,2021,400,198.0,2021-03-06 02:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_173900.wav,TEST_0+1_20210306_173900.wav,0.0,,37.05812062315737,2021,400,29.5,2021-03-06 17:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_183900.wav,TEST_0+1_20210306_183900.wav,0.0,,44.550169915443725,2021,400,79.0,2021-03-06 18:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_193900.wav,TEST_0+1_20210306_193900.wav,1.0,0:00,282.98883870331906,2021,400,238.5,2021-03-06 19:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_203900.wav,TEST_0+1_20210306_203900.wav,1.0,0:09,182.5284108637601,2021,400,212.5,2021-03-06 20:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_213900.wav,TEST_0+1_20210306_213900.wav,1.0,0:00,378.0740396647074,2021,400,79.5,2021-03-06 21:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_223900.wav,TEST_0+1_20210306_223900.wav,1.0,0:29,31.28980310501276,2021,400,134.0,2021-03-06 22:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_233900.wav,TEST_0+1_20210306_233900.wav,1.0,0:00,296.6683864196209,2021,400,50.5,2021-03-06 23:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_003900.wav,TEST_0+1_20210307_003900.wav,1.0,0:00,222.66437405184163,2021,400,0.0,2021-03-07 00:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_013900.wav,TEST_0+1_20210307_013900.wav,0.0,,30.846551434876424,2021,400,168.0,2021-03-07 01:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_023900.wav,TEST_0+1_20210307_023900.wav,0.0,,45.39045906036485,2021,400,215.0,2021-03-07 02:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_173900.wav,TEST_0+1_20210307_173900.wav,0.0,,46.34936411607121,2021,400,86.5,2021-03-07 17:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_183900.wav,TEST_0+1_20210307_183900.wav,0.0,,46.70643511818239,2021,400,87.0,2021-03-07 18:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_193900.wav,TEST_0+1_20210307_193900.wav,1.0,0:00,304.4523754395463,2021,400,298.5,2021-03-07 19:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_203900.wav,TEST_0+1_20210307_203900.wav,1.0,0:00,310.10601391250896,2021,400,33.5,2021-03-07 20:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_213900.wav,TEST_0+1_20210307_213900.wav,1.0,0:00,297.5600372648473,2021,400,71.5,2021-03-07 21:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_223900.wav,TEST_0+1_20210307_223900.wav,1.0,0:15,34.57938374669536,2021,400,171.0,2021-03-07 22:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_233900.wav,TEST_0+1_20210307_233900.wav,1.0,2:47,40.22478895283748,2021,400,256.5,2021-03-07 23:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_003900.wav,TEST_0+1_20210308_003900.wav,1.0,0:11,31.535113101527173,2021,400,151.0,2021-03-08 00:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_013900.wav,TEST_0+1_20210308_013900.wav,0.0,,32.682974341870846,2021,400,19.0,2021-03-08 01:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_023900.wav,TEST_0+1_20210308_023900.wav,0.0,,48.74371974150201,2021,400,69.5,2021-03-08 02:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_174000.wav,TEST_0+1_20210308_174000.wav,0.0,,33.00796705349819,2021,400,57.0,2021-03-08 17:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_184000.wav,TEST_0+1_20210308_184000.wav,0.0,,79.6497955486931,2021,400,220.0,2021-03-08 18:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_194000.wav,TEST_0+1_20210308_194000.wav,1.0,0:32,133.88717869099557,2021,400,270.5,2021-03-08 19:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_204000.wav,TEST_0+1_20210308_204000.wav,1.0,2:43,119.04458481691373,2021,400,222.5,2021-03-08 20:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_214000.wav,TEST_0+1_20210308_214000.wav,1.0,0:07,65.59147721643345,2021,400,76.0,2021-03-08 21:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_224000.wav,TEST_0+1_20210308_224000.wav,1.0,0:20,47.83032843843275,2021,400,136.0,2021-03-08 22:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210308_234000.wav,TEST_0+1_20210308_234000.wav,0.0,,37.6554925260801,2021,400,122.5,2021-03-08 23:40:00
